act_tag,pay_tag,type,dis_type,users,target_sum,target_count
20241215-20241218-4,非R,2_转盘心愿,S31京极龙子UR（碎片）,842,28960.0,5792
20250321-20250324-4,非R,2_转盘心愿,神武武器-武士刀,1163,4205.0,4205
20250321-20250324-4,小R,2_转盘心愿,S33前田庆次UR（碎片）,81,2340.0,468
20250117-20250120-4,超R,4_转盘心愿,武将经验 +20000,17,6208.0,776
20250219-20250222-4,超R,4_转盘心愿,火石（神武升星道具）,17,1832.0,458
20250303-20250306-4,中R,2_转盘心愿,火精（神武升星突破道具）,145,32140.0,3214
20250424-20250427-4,非R,1_转盘心愿,S29佐久间盛政UR,200,600.0,600
20250424-20250427-4,中R,2_转盘心愿,织田信长SSR+,53,1038.0,1038
20250424-20250427-4,超R,2_转盘心愿,谋·竹中半兵卫SSR+,8,362.0,362
20250424-20250427-4,大R,2_转盘心愿,S33前田庆次UR（碎片）,23,2395.0,479
20250125-20250128-4,大R,2_转盘心愿,援·阿国SSR+,5,143.0,143
20250125-20250128-4,大R,2_转盘心愿,S35真田幸隆SSR+（碎片）,25,1068.0,534
20250108-20250111-4,小R,4_转盘心愿,计策锦囊(被gameconstantset引用),139,62740.0,3137
20250321-20250324-4,超R,1_转盘心愿,暗·织田信长UR,3,3.0,3
20250321-20250324-4,超R,1_转盘心愿,S29佐久间盛政UR,4,68.0,68
20250412-20250415-4,中R,3_转盘心愿,火砂（神武升级道具）,146,1845500.0,3691
20250412-20250415-4,微R,3_转盘心愿,研习橙色道具,150,37300.0,1865
20250117-20250120-4,微R,1_转盘心愿,S34织田冬姬SSR+,150,888.0,888
20250207-20250210-4,小R,3_转盘心愿,研习金色道具,56,5940.0,1188
20250117-20250120-4,小R,3_转盘心愿,战旗觉醒道具自选包,44,2391.0,797
20250412-20250415-4,小R,3_转盘心愿,战旗觉醒道具自选包,42,2277.0,759
20250401-20250404-4,大R,2_转盘心愿,S31京极龙子UR（碎片）,14,1170.0,234
20250219-20250222-4,中R,2_转盘心愿,S28柿崎景家UR（碎片）,83,4785.0,957
20250424-20250427-4,小R,1_转盘心愿,S30明智光秀UR,36,202.0,202
20250219-20250222-4,未活跃,2_转盘心愿,S29佐久间盛政UR（碎片）,8,130.0,26
20241207-20241210-4,中R,1_转盘心愿,S34蒲生氏乡UR,116,120.0,120
20250108-20250111-4,非R,1_转盘心愿,S34蒲生氏乡UR,604,4608.0,4608
20250108-20250111-4,大R,1_转盘心愿,S34蒲生氏乡UR,25,718.0,718
20241227-20241230-4,微R,2_转盘心愿,S30丹羽长秀SSR+（碎片）,69,2300.0,460
20241227-20241230-4,中R,1_转盘心愿,S31三之丸殿SSR+,85,745.0,745
20250117-20250120-4,小R,直购礼包上月标签,小R,12,7961.869100000001,56
20250207-20250210-4,大R,直购礼包上月标签,大R,7,35397.729200000016,198
20250125-20250128-4,中R,直购礼包上月标签,中R,8,7572.124199999996,86
20250125-20250128-4,微R,直购礼包上月标签,微R,1,940.0,7
20250207-20250210-4,未活跃,3_转盘心愿,阵石招募令,11,558.0,186
20241207-20241210-4,微R,直购礼包,赛季UR转盘礼包2,4,1115.3136,9
20250108-20250111-4,未活跃,直购礼包,赛季UR转盘礼包1,2,270.9304,8
20250108-20250111-4,小R,直购礼包,赛季UR转盘礼包3,6,5668.8216,9
20250219-20250222-4,小R,直购礼包,赛季UR转盘礼包1,3,163.7326,5
20241215-20241218-4,微R,直购礼包,赛季UR转盘礼包1,4,1228.7911999999997,37
20241215-20241218-4,中R,直购礼包,赛季UR转盘礼包2,10,5575.492799999999,46
20250219-20250222-4,微R,直购礼包,赛季UR转盘礼包1,1,33.8663,1
20241207-20241210-4,未活跃,4_转盘心愿,计策锦囊(被gameconstantset引用),75,2320.0,116
20250117-20250120-4,小R,3_转盘心愿,研习紫色道具,15,7200.0,72
20241227-20241230-4,小R,3_转盘心愿,研习橙色道具,125,32620.0,1631
20241227-20241230-4,微R,3_转盘心愿,高级招募令,36,504.0,168
20241207-20241210-4,未活跃,2_转盘心愿,援·阿国SSR+,20,20.0,20
20241207-20241210-4,大R,2_转盘心愿,勇·前田利家SSR+,15,16.0,16
20250506-20250509-4,未活跃,2_转盘心愿,S30丹羽长秀SSR+（碎片）,2,15.0,3
20250321-20250324-4,中R,3_转盘心愿,试金石,141,11100.0,1110
20241207-20241210-4,大R,2_转盘心愿,谋·竹中半兵卫SSR+,14,14.0,14
20250321-20250324-4,超R,3_转盘心愿,铭刻道具,15,800.0,16
20241207-20241210-4,微R,道具获得,1,6,312.0,37
20241215-20241218-4,中R,道具获得,4,135,3736.0,1628
20241227-20241230-4,未活跃,道具获得,1,1,22.0,2
20250219-20250222-4,大R,道具获得,1,16,2802.0,157
20250108-20250111-4,小R,道具获得,3,74,4400.0,601
20250303-20250306-4,中R,3_转盘心愿,试金石,145,32140.0,3214
20250303-20250306-4,大R,4_转盘心愿,火砂（神武升级道具）,34,226400.0,1132
20250303-20250306-4,小R,3_转盘心愿,研习橙色道具,124,24580.0,1229
20250522-20250525-4,中R,4_转盘心愿,武将经验 +20000,84,12640.0,1580
20250108-20250111-4,小R,3_转盘心愿,战旗觉醒道具自选包,40,3258.0,1086
20250506-20250509-4,微R,2_转盘心愿,援·丰臣秀吉SSR+,43,388.0,388
20250506-20250509-4,超R,2_转盘心愿,援·阿国SSR+,7,256.0,256
20250117-20250120-4,小R,2_转盘心愿,勇·前田利家SSR+,32,271.0,271
20250207-20250210-4,非R,2_转盘心愿,S35真田幸隆SSR+（碎片）,516,15216.0,7608
20250207-20250210-4,中R,2_转盘心愿,S31三之丸殿SSR+（碎片）,83,5250.0,1050
20250207-20250210-4,微R,2_转盘心愿,S12本愿寺显如SSR+(碎片),108,8280.0,1656
20250303-20250306-4,大R,1_转盘心愿,S31京极龙子UR,15,255.0,255
20250303-20250306-4,非R,1_转盘心愿,S31京极龙子UR,325,1157.0,1157
20250412-20250415-4,大R,1_转盘心愿,UR神武武器-国光,34,1125.0,1125
20250424-20250427-4,微R,1_转盘心愿,神武武器-6周年庆,273,3684.0,3684
20250424-20250427-4,微R,1_转盘心愿,S30明智光秀UR,58,254.0,254
20250522-20250525-4,未活跃,2_转盘心愿,神武武器-武士刀,29,270.0,270
20250424-20250427-4,非R,4_转盘心愿,神砂,745,1291000.0,6455
20250321-20250324-4,小R,4_转盘心愿,玉钢,153,16626000.0,2891
20250125-20250128-4,中R,3_转盘心愿,试金石,144,42530.0,4253
20250125-20250128-4,微R,3_转盘心愿,阵石招募令,133,6369.0,2123
20241215-20241218-4,未活跃,3_转盘心愿,研习金色道具,28,550.0,110
20250522-20250525-4,非R,2_转盘心愿,谋·黑田官兵卫SSR+,157,1399.0,1399
20250522-20250525-4,中R,2_转盘心愿,S5佐竹义重SSR+,24,593.0,593
20250219-20250222-4,小R,2_转盘心愿,SSR+折扇,156,2869.0,2869
20241215-20241218-4,小R,2_转盘心愿,S32酒井忠次UR（碎片）,142,9005.0,1801
20250219-20250222-4,未活跃,4_转盘心愿,火石（神武升星道具）,51,1400.0,350
20250321-20250324-4,微R,4_转盘心愿,火石（神武升星道具）,252,5412.0,1353
20250321-20250324-4,超R,4_转盘心愿,火石（神武升星道具）,17,396.0,99
20250321-20250324-4,中R,2_转盘心愿,援·丰臣秀吉SSR+,22,276.0,276
20250125-20250128-4,非R,4_转盘心愿,武将经验 +20000,977,84840.0,10605
20250303-20250306-4,中R,2_转盘心愿,S35真田幸隆SSR+（碎片）,80,2376.0,1188
20250321-20250324-4,未活跃,4_转盘心愿,玉钢,22,648000.0,120
20250506-20250509-4,未活跃,1_转盘心愿,神武武器-朱枪,23,251.0,251
20241215-20241218-4,未活跃,4_转盘心愿,神砂,59,83400.0,417
20250108-20250111-4,未活跃,4_转盘心愿,神砂,44,63800.0,319
20250321-20250324-4,大R,4_转盘心愿,觉醒道具紫,34,35.0,35
20250321-20250324-4,超R,4_转盘心愿,紫经验国宝,16,17.0,17
20250412-20250415-4,小R,3_转盘心愿,研习橙色道具,76,16860.0,843
20250412-20250415-4,小R,3_转盘心愿,S36招募令,101,5427.0,1809
20250117-20250120-4,小R,1_转盘心愿,S34织田冬姬SSR+,104,821.0,821
20250207-20250210-4,非R,3_转盘心愿,UR招募令,484,28152.0,9384
20250207-20250210-4,微R,3_转盘心愿,武将经验 +100000,202,23390.0,4678
20250207-20250210-4,超R,2_转盘心愿,织田信长SSR+,7,270.0,270
20250117-20250120-4,未活跃,3_转盘心愿,研习金色道具,17,370.0,74
20250125-20250128-4,超R,3_转盘心愿,武将经验 +100000,5,550.0,110
20250401-20250404-4,小R,1_转盘心愿,S28柿崎景家UR,71,320.0,320
20250401-20250404-4,超R,1_转盘心愿,S28柿崎景家UR,10,132.0,132
20250108-20250111-4,超R,2_转盘心愿,S34织田冬姬SSR+（碎片）,10,1206.0,603
20241215-20241218-4,未活跃,1_转盘心愿,S34蒲生氏乡UR,51,266.0,266
20241215-20241218-4,超R,3_转盘心愿,家宝箱子道具自选包,4,121.0,121
20241207-20241210-4,未活跃,1_转盘心愿,S34织田冬姬SSR+,54,54.0,54
20250125-20250128-4,未活跃,1_转盘心愿,S35山本勘助UR,43,360.0,360
20241227-20241230-4,大R,2_转盘心愿,勇·前田利家SSR+,13,495.0,495
20250522-20250525-4,非R,直购礼包上月标签,非R,1,33.8663,1
20250207-20250210-4,大R,3_转盘心愿,家宝箱子道具自选包,9,358.0,358
20250303-20250306-4,未活跃,2_转盘心愿,援·丰臣秀吉SSR+,5,22.0,22
20250321-20250324-4,超R,2_转盘心愿,SSR+折扇,17,99.0,99
20250321-20250324-4,未活跃,1_转盘心愿,刚·德川家康UR,6,6.0,6
20241207-20241210-4,中R,2_转盘心愿,织田信长SSR+,71,73.0,73
20250117-20250120-4,超R,2_转盘心愿,S26畠山高政SSR+(碎片),9,280.0,56
20250117-20250120-4,超R,2_转盘心愿,S30丹羽长秀SSR+（碎片）,9,275.0,55
20250207-20250210-4,小R,3_转盘心愿,高级招募令,19,468.0,156
20241227-20241230-4,中R,直购礼包,赛季UR转盘礼包3,7,22313.715199999988,36
20250506-20250509-4,大R,直购礼包,赛季UR转盘礼包1,13,3958.3956000000007,123
20241227-20241230-4,未活跃,直购礼包,赛季UR转盘礼包2,1,125.0448,1
20250207-20250210-4,大R,直购礼包,赛季UR转盘礼包4,1,2459.2144,4
20250125-20250128-4,超R,直购礼包,赛季UR转盘礼包2,1,1680.0,14
20241215-20241218-4,微R,直购礼包,赛季UR转盘礼包2,2,745.224,6
20250424-20250427-4,非R,直购礼包,赛季UR转盘礼包1,1,64.0,2
20241207-20241210-4,中R,3_转盘心愿,研习橙色道具,68,2200.0,110
20241207-20241210-4,微R,3_转盘心愿,橙经验国宝,38,260.0,52
20241207-20241210-4,未活跃,3_转盘心愿,研习橙色道具,48,1320.0,66
20250108-20250111-4,超R,2_转盘心愿,S25北畠具教UR(碎片),1,5.0,1
20241207-20241210-4,大R,4_转盘心愿,计策锦囊(被gameconstantset引用),32,1280.0,64
20250321-20250324-4,未活跃,3_转盘心愿,武将经验 +100000,14,265.0,53
20250321-20250324-4,中R,3_转盘心愿,火砂（神武升级道具）,141,555000.0,1110
20250321-20250324-4,微R,3_转盘心愿,试金石,252,13530.0,1353
20250401-20250404-4,大R,道具获得,1,11,1782.0,150
20250125-20250128-4,超R,道具获得,1,6,860.0,46
20250303-20250306-4,大R,道具获得,3,22,1705.0,242
20241215-20241218-4,非R,道具获得,4,821,9862.0,5776
20250321-20250324-4,未活跃,道具获得,4,11,67.0,38
20250506-20250509-4,微R,道具获得,3,77,3435.0,443
20250207-20250210-4,微R,道具获得,4,228,8506.0,4902
20241227-20241230-4,微R,道具获得,4,208,3354.0,1912
20250303-20250306-4,小R,4_转盘心愿,银币,159,454300000.0,4543
20250303-20250306-4,微R,4_转盘心愿,火石（神武升星道具）,263,15236.0,3809
20241215-20241218-4,微R,3_转盘心愿,UR招募令,122,4473.0,1491
20250522-20250525-4,中R,3_转盘心愿,UR招募令,34,1188.0,396
20250108-20250111-4,中R,3_转盘心愿,研习金色道具,47,3440.0,688
20250219-20250222-4,未活跃,1_转盘心愿,UR神武武器-国光,51,350.0,350
20250117-20250120-4,超R,2_转盘心愿,谋·竹中半兵卫SSR+,7,356.0,356
20250219-20250222-4,超R,3_转盘心愿,试金石,17,4580.0,458
20250506-20250509-4,小R,1_转盘心愿,UR神武武器-国光,156,2574.0,2574
20250506-20250509-4,小R,1_转盘心愿,神武武器-6周年庆,156,2574.0,2574
20250303-20250306-4,未活跃,1_转盘心愿,UR神武武器-国光,33,195.0,195
20241227-20241230-4,中R,4_转盘心愿,计策锦囊(被gameconstantset引用),130,76560.0,3828
20241227-20241230-4,小R,4_转盘心愿,玉钢,144,18750000.0,3125
20250401-20250404-4,微R,3_转盘心愿,研习橙色道具,201,32200.0,1610
20250401-20250404-4,非R,3_转盘心愿,阵石招募令,345,8982.0,2994
20250108-20250111-4,非R,2_转盘心愿,S23岛津义弘UR(碎片),263,5575.0,1115
20250108-20250111-4,中R,2_转盘心愿,S25斋藤义龙UR(碎片),66,2640.0,528
20250412-20250415-4,中R,1_转盘心愿,UR采配,146,3691.0,3691
20250412-20250415-4,大R,1_转盘心愿,佐竹义重UR武器,34,1125.0,1125
20250424-20250427-4,小R,3_转盘心愿,铁锭（装备饰品和改造道具）,154,1198000.0,2396
20250522-20250525-4,未活跃,2_转盘心愿,援·丰臣秀吉SSR+,2,19.0,19
20250125-20250128-4,大R,3_转盘心愿,火砂（神武升级道具）,34,741500.0,1483
20250125-20250128-4,未活跃,3_转盘心愿,铁锭（装备饰品和改造道具）,85,406500.0,813
20250125-20250128-4,未活跃,3_转盘心愿,UR招募令,30,804.0,268
20250125-20250128-4,小R,3_转盘心愿,阵石招募令,92,4338.0,1446
20250506-20250509-4,大R,4_转盘心愿,银币,34,217300000.0,2173
20250522-20250525-4,非R,2_转盘心愿,S5佐竹义重SSR+,106,647.0,647
20250321-20250324-4,未活跃,1_转盘心愿,2025元旦UR神武武器-三日月宗近,9,26.0,26
20241215-20241218-4,微R,2_转盘心愿,谋·竹中半兵卫SSR+,87,974.0,974
20241215-20241218-4,微R,2_转盘心愿,援·阿国SSR+,73,852.0,852
20250117-20250120-4,大R,4_转盘心愿,玉钢,32,7638000.0,1273
20250117-20250120-4,未活跃,4_转盘心愿,玉钢,50,2592000.0,432
20250117-20250120-4,未活跃,4_转盘心愿,银币,50,43200000.0,432
20250219-20250222-4,微R,4_转盘心愿,铭刻道具自选包,272,4427.0,4427
20250125-20250128-4,微R,4_转盘心愿,铁锭（装备饰品和改造道具）,277,1053000.0,5265
20250125-20250128-4,小R,4_转盘心愿,火砂（神武升级道具）,156,745200.0,3726
20250207-20250210-4,非R,4_转盘心愿,计策锦囊(被gameconstantset引用),952,456520.0,22826
20250207-20250210-4,小R,4_转盘心愿,玉钢,143,31956000.0,5326
20250303-20250306-4,小R,2_转盘心愿,S33前田庆次UR（碎片）,74,2375.0,475
20250303-20250306-4,大R,2_转盘心愿,火精（神武升星突破道具）,34,11320.0,1132
20250424-20250427-4,大R,1_转盘心愿,S28柿崎景家UR,20,277.0,277
20250424-20250427-4,小R,1_转盘心愿,S31京极龙子UR,53,303.0,303
20250424-20250427-4,超R,1_转盘心愿,神武武器-6周年庆,17,368.0,368
20250424-20250427-4,大R,3_转盘心愿,战旗觉醒道具自选包,21,2202.0,734
20250108-20250111-4,超R,4_转盘心愿,计策锦囊(被gameconstantset引用),16,16020.0,801
20250412-20250415-4,非R,3_转盘心愿,阵石招募令,477,16422.0,5474
20250117-20250120-4,未活跃,1_转盘心愿,S34蒲生氏乡UR,34,181.0,181
20250207-20250210-4,中R,3_转盘心愿,UR招募令,59,8322.0,2774
20250207-20250210-4,微R,3_转盘心愿,研习金色道具,79,9270.0,1854
20250303-20250306-4,微R,2_转盘心愿,S31京极龙子UR（碎片）,95,2025.0,405
20250412-20250415-4,超R,3_转盘心愿,研习金色道具,10,1955.0,391
20250401-20250404-4,非R,1_转盘心愿,S33前田庆次UR,439,1272.0,1272
20241215-20241218-4,未活跃,2_转盘心愿,S33前田庆次UR（碎片）,71,2135.0,427
20250506-20250509-4,未活跃,1_转盘心愿,S32金森长近SSR+,7,28.0,28
20250506-20250509-4,未活跃,3_转盘心愿,研习橙色道具,10,1200.0,60
20250108-20250111-4,大R,1_转盘心愿,S28柿崎景家UR,20,344.0,344
20241227-20241230-4,小R,2_转盘心愿,S12本愿寺显如SSR+(碎片),50,1150.0,230
20250424-20250427-4,中R,直购礼包上月标签,中R,12,5454.6465,112
20241207-20241210-4,未活跃,2_转盘心愿,S34织田冬姬SSR+（碎片）,54,324.0,162
20250117-20250120-4,微R,3_转盘心愿,研习紫色道具,23,6500.0,65
20250401-20250404-4,中R,直购礼包,赛季UR转盘礼包2,7,3015.1344,25
20250506-20250509-4,未活跃,3_转盘心愿,研习紫色道具,4,500.0,5
20250321-20250324-4,未活跃,2_转盘心愿,S29佐久间盛政UR（碎片）,2,25.0,5
20250303-20250306-4,大R,2_转盘心愿,援·丰臣秀吉SSR+,3,74.0,74
20241207-20241210-4,中R,3_转盘心愿,战旗觉醒道具自选包,71,330.0,110
20250321-20250324-4,中R,3_转盘心愿,家督印（战旗征集道具）,140,459.0,153
20241227-20241230-4,超R,3_转盘心愿,阵石招募令,13,1701.0,567
20241227-20241230-4,未活跃,1_转盘心愿,S26畠山高政SSR+,23,103.0,103
20250522-20250525-4,中R,2_转盘心愿,勇·前田利家SSR+,5,86.0,86
20250108-20250111-4,超R,3_转盘心愿,研习紫色道具,2,3400.0,34
20250321-20250324-4,未活跃,3_转盘心愿,铁锭（装备饰品和改造道具）,9,13000.0,26
20250401-20250404-4,大R,道具获得,4,34,1768.0,469
20250506-20250509-4,小R,道具获得,3,56,3275.0,443
20250506-20250509-4,中R,道具获得,1,24,1648.0,122
20241227-20241230-4,中R,道具获得,3,77,4990.0,701
20250303-20250306-4,未活跃,道具获得,3,5,70.0,8
20250506-20250509-4,微R,道具获得,1,3,24.0,4
20250303-20250306-4,非R,4_转盘心愿,计策锦囊(被gameconstantset引用),868,155100.0,7755
20250303-20250306-4,小R,3_转盘心愿,武将经验 +100000,115,5115.0,1023
20250522-20250525-4,微R,4_转盘心愿,火石（神武升星道具）,267,13892.0,3473
20250125-20250128-4,大R,2_转盘心愿,SSR+神武武器-禅杖,34,1483.0,1483
20250401-20250404-4,微R,2_转盘心愿,谋·竹中半兵卫SSR+,87,866.0,866
20250506-20250509-4,超R,2_转盘心愿,谋·竹中半兵卫SSR+,8,143.0,143
20250219-20250222-4,中R,1_转盘心愿,S32酒井忠次UR,47,342.0,342
20250219-20250222-4,小R,1_转盘心愿,S28柿崎景家UR,69,443.0,443
20250207-20250210-4,小R,2_转盘心愿,S12本愿寺显如SSR+(碎片),55,3290.0,658
20250506-20250509-4,大R,1_转盘心愿,S32金森长近SSR+,16,214.0,214
20250506-20250509-4,大R,1_转盘心愿,UR赤備えの太刀,34,963.0,963
20250401-20250404-4,超R,3_转盘心愿,研习橙色道具,15,4820.0,241
20250108-20250111-4,小R,2_转盘心愿,勇·前田利家SSR+,29,410.0,410
20250412-20250415-4,非R,4_转盘心愿,火砂（神武升级道具）,1435,2621000.0,13105
20250412-20250415-4,中R,4_转盘心愿,火砂（神武升级道具）,146,738200.0,3691
20250412-20250415-4,大R,4_转盘心愿,火砂（神武升级道具）,34,225000.0,1125
20250522-20250525-4,未活跃,4_转盘心愿,火砂（神武升级道具）,29,54000.0,270
20250424-20250427-4,微R,3_转盘心愿,铁锭（装备饰品和改造道具）,273,1842000.0,3684
20250424-20250427-4,非R,3_转盘心愿,火石（神武升星道具）,1353,106830.0,10683
20250424-20250427-4,小R,3_转盘心愿,火砂（神武升级道具）,154,1198000.0,2396
20250424-20250427-4,微R,3_转盘心愿,UR招募令,108,3894.0,1298
20250412-20250415-4,非R,2_转盘心愿,织田信长SSR+,324,3369.0,3369
20250424-20250427-4,微R,2_转盘心愿,火精（神武升星突破道具）,273,36840.0,3684
20250125-20250128-4,小R,3_转盘心愿,铁锭（装备饰品和改造道具）,156,1863000.0,3726
20250125-20250128-4,未活跃,3_转盘心愿,火砂（神武升级道具）,85,406500.0,813
20250424-20250427-4,超R,4_转盘心愿,火砂（神武升级道具）,17,73600.0,368
20250506-20250509-4,大R,4_转盘心愿,火石（神武升星道具）,34,3852.0,963
20250522-20250525-4,大R,2_转盘心愿,神武武器-武士刀,33,862.0,862
20250522-20250525-4,大R,1_转盘心愿,S31京极龙子UR,12,196.0,196
20250321-20250324-4,非R,1_转盘心愿,神武武器-6周年庆,1163,4205.0,4205
20250321-20250324-4,微R,1_转盘心愿,S20虎御前UR,13,14.0,14
20250522-20250525-4,大R,1_转盘心愿,S36UR-武田信繁,24,753.0,753
20250219-20250222-4,小R,2_转盘心愿,S30明智光秀UR（碎片）,49,1300.0,260
20250219-20250222-4,超R,2_转盘心愿,SSR+折扇,17,458.0,458
20250108-20250111-4,超R,3_转盘心愿,UR招募令,5,1140.0,380
20250108-20250111-4,超R,3_转盘心愿,家宝箱子道具自选包,6,116.0,116
20250321-20250324-4,非R,2_转盘心愿,S28柿崎景家UR（碎片）,351,6200.0,1240
20250321-20250324-4,中R,2_转盘心愿,S35真田幸隆SSR+（碎片）,72,2286.0,1143
