type,period,last1_paytag,dtype1,dtype2,users,money_rmb,paid_add
paymentname_date_group,2024-11-02,中R,珍珠,19.99-120珍珠,1,125.044800,
paymentname_date_group,2025-04-10,大R,幸运屋,全UR获得礼包,1,187.567200,
paymentname_date_group,2025-02-05,小R,神魔之乱,神魔-绘马礼包1,1,135.465200,
paymentname_date_group,2025-04-30,中R,周期-日礼包,每日礼包-V9-14-4,1,8.336320,100.0
paymentname_date_group,2025-04-13,小R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2024-11-05,中R,团购礼包,团购礼包-320日元,1,16.672640,160.0
paymentname_date_group,2025-02-26,微R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2025-03-14,超R,情人节活动,2025情人节-节日礼包9,1,614.803600,6600.0
paymentname_date_group,2025-02-04,中R,行脚商人,行脚商人-自选礼包2,5,562.701600,4800.0
paymentname_date_group,2025-03-10,微R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-04-25,中R,月度活动,月度活跃-battlepass中级,2,250.089600,2400.0
paymentname_date_group,2025-05-15,大R,神魔之乱,神魔-绘马礼包2,1,375.134400,
paymentname_date_group,2025-03-17,大R,4周年庆典自选礼包,4周年庆典自选礼包2,1,312.612000,3200.0
paymentname_date_group,2025-04-26,超R,超级转盘,赛季UR转盘礼包4,1,614.803600,
paymentname_date_group,2024-11-15,超R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2024-11-08,小R,限购礼包,2400日元限时礼包=+UR将魂+SSR+将魂+,1,125.044800,1200.0
paymentname_date_group,2025-02-26,小R,网页充值,120网页充值,1,118.792560,
paymentname_date_group,2025-03-15,大R,限购礼包,2400日元限时礼包=+金币+金色装备8选1+铁锭（装备饰品和改造道具）,1,125.044800,1200.0
paymentname_date_group,2024-12-09,非R,超级转盘,赛季UR转盘礼包2,1,125.044800,
paymentname_date_group,2024-12-15,微R,月卡,19.99-尊贵月卡,2,250.089600,2800.0
paymentname_date_group,2024-11-22,大R,珍珠,99.99-660珍珠,1,614.803600,
paymentname_date_group,2024-10-12,微R,签到礼包,签到礼包1,3,187.567200,1800.0
paymentname_date_group,2024-10-18,中R,周期-周礼包,周礼包-23,1,62.522400,600.0
paymentname_date_group,2025-03-14,非R,情人节活动,2025情人节-巧克力礼包3,1,614.803600,
paymentname_date_group,2025-04-18,超R,珍珠,4.99-32珍珠,1,101.598900,
paymentname_date_group,2024-11-28,小R,幸运屋,S18山中鹿介SSR+,1,62.522400,
paymentname_date_group,2025-05-17,大R,网页充值,32网页充值,2,64.293868,
paymentname_date_group,2024-12-28,中R,网页充值,3300网页充值,1,2920.317100,
paymentname_date_group,2025-05-01,超R,情人节活动,2024情人节史诗礼包19.99-600金币,1,125.044800,1200.0
paymentname_date_group,2025-05-22,大R,一条龙,一条龙礼包4,1,62.522400,800.0
paymentname_date_group,2025-03-06,中R,每日一键,一键购买日礼包-3,1,16.672640,160.0
paymentname_date_group,2024-10-22,小R,限购礼包,650日元限时礼包=+金币+铁锭（装备饰品和改造道具）+试金石,1,33.866300,400.0
paymentname_date_group,2024-10-29,超R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2025-02-14,中R,运营活动直购礼包,每日特惠活动档位1,1,101.598900,
paymentname_date_group,2025-03-04,中R,周期-日礼包,每日礼包-new-金币5,1,125.044800,1800.0
paymentname_date_group,2024-10-17,中R,幸运屋,S14濑名姬SSR+,1,62.522400,
paymentname_date_group,2025-01-20,大R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-04-03,超R,珍珠,4.99-32珍珠,2,67.732600,
paymentname_date_group,2025-05-04,非R,情人节活动,2025情人节稀有礼包4.99-300金币,1,62.522400,600.0
paymentname_date_group,2024-11-18,大R,荣耀特典,128231,1,125.044800,1200.0
paymentname_date_group,2024-12-22,超R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2025-01-15,大R,珍珠,19.99-120珍珠,2,375.134400,
paymentname_date_group,2025-05-23,中R,珍珠,9.99-60珍珠,2,125.044800,
paymentname_date_group,2025-05-24,大R,行脚商人,行脚商人-自选礼包4,1,312.612000,3200.0
paymentname_date_group,2025-01-02,超R,4周年庆典自选礼包,4周年庆典自选礼包2,3,937.836000,9600.0
paymentname_date_group,2024-10-20,中R,幸运屋,新-柴田胜家SSR,1,33.866300,
paymentname_date_group,2024-10-02,中R,周期-日礼包,每日礼包-new-金币3,1,33.866300,480.0
paymentname_date_group,2025-05-18,大R,游园会通行证,游园会史诗礼包19.99-600金币,1,125.044800,1200.0
paymentname_date_group,2024-11-16,中R,运营活动直购礼包,每日特惠活动档位3,1,614.803600,
paymentname_date_group,2025-02-11,小R,珍珠,19.99-120珍珠,1,125.044800,
paymentname_date_group,2024-11-18,超R,珍珠,49.99-320珍珠,1,312.612000,
paymentname_date_group,2024-11-19,大R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2024-10-26,小R,每日一键,一键购买日礼包-3,1,16.672640,160.0
paymentname_date_group,2024-11-04,中R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2025-02-22,中R,行脚商人,行脚商人-自选礼包4,2,625.224000,6400.0
paymentname_date_group,2024-12-02,小R,battlepass,晋级征途,2,333.452800,
paymentname_date_group,2024-10-19,超R,battlepass-周年庆,四周年通行证,1,125.044800,
paymentname_date_group,2025-04-15,大R,珍珠,4.99-32珍珠,1,33.866300,
paymentname_date_group,2025-03-26,中R,珍珠,49.99-320珍珠,2,625.224000,
paymentname_date_group,2024-12-05,大R,每日一键,一键购买,1,25.008960,240.0
paymentname_date_group,2025-03-10,非R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2024-12-13,中R,周期-日礼包,每日礼包-new-金币1,1,8.336320,80.0
paymentname_date_group,2025-05-23,未活跃,一条龙,一条龙礼包2,1,16.672640,300.0
paymentname_date_group,2024-12-04,非R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-01-04,大R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2024-11-17,超R,battlepass,晋级征途,1,166.726400,
paymentname_date_group,2025-01-08,中R,网页充值,660网页充值,1,584.063420,
paymentname_date_group,2024-11-15,小R,团购礼包,团购礼包-1200日元,1,62.522400,600.0
paymentname_date_group,2025-01-01,中R,神魔之乱,神魔-绘马礼包3,1,1229.607200,
paymentname_date_group,2025-02-24,大R,福瑞赏,福瑞赏-券礼包1,1,169.331500,
paymentname_date_group,2025-03-13,大R,签到礼包,签到礼包2,1,125.044800,1200.0
paymentname_date_group,2024-10-20,微R,周期-周礼包,周礼包-10,1,33.866300,320.0
paymentname_date_group,2025-04-27,中R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2024-11-26,微R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2024-11-07,大R,赛季UR养成通行证,赛季UR养成战力battlepass49.99-3200金币,1,312.612000,3200.0
paymentname_date_group,2025-01-05,非R,开运礼包,开运礼包1,1,16.672640,160.0
paymentname_date_group,2025-01-24,大R,福瑞赏,2024福瑞赏史诗礼包19.99-600金币,1,125.044800,1200.0
paymentname_date_group,2025-03-07,小R,battlepass,段位battlepass,1,203.197800,1900.0
paymentname_date_group,2024-10-15,微R,月卡,19.99-尊贵月卡,1,125.044800,1400.0
paymentname_date_group,2024-10-23,中R,幸运屋,全UR获得礼包,1,93.783600,
paymentname_date_group,2025-05-21,小R,6周年礼包,6周年-购买档位2-1,1,169.331500,
paymentname_date_group,2024-11-03,中R,运营活动直购礼包,每日特惠活动档位2,1,250.089600,
paymentname_date_group,2025-03-20,大R,网页充值,32网页充值,1,32.146934,
paymentname_date_group,2024-12-29,微R,团购礼包,团购礼包-320日元,1,16.672640,160.0
paymentname_date_group,2024-12-20,小R,签到礼包,签到礼包2,7,875.313600,8400.0
paymentname_date_group,2025-03-08,超R,4周年庆典自选礼包,4周年庆典自选礼包1,2,250.089600,2400.0
paymentname_date_group,2025-04-24,超R,限购礼包,2400日元限时礼包=+金币+鸣灵石+神威御礼,1,125.044800,1200.0
paymentname_date_group,2024-11-14,小R,签到礼包,签到礼包1,1,62.522400,600.0
paymentname_date_group,2025-01-24,非R,情人节活动,2024情人节信物礼包1,2,270.930400,
paymentname_date_group,2025-05-17,中R,周期-日礼包,每日礼包-V15-5,2,16.672640,200.0
paymentname_date_group,2025-01-31,小R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2025-05-12,中R,限购礼包,650日元限时礼包=+金币+刻印石+神砂,1,33.866300,320.0
paymentname_date_group,2025-03-15,中R,4周年庆典自选礼包,4周年庆典自选礼包1,6,750.268800,7200.0
paymentname_date_group,2025-02-18,中R,情人节活动,2025情人节-节日礼包3,4,203.197800,1920.0
paymentname_date_group,2024-10-16,超R,行脚商人,行脚商人-自选礼包5,3,2459.214400,26400.0
paymentname_date_group,2024-11-13,中R,珍珠,4.99-32珍珠,4,169.331500,
paymentname_date_group,2024-10-22,大R,超级转盘,赛季UR转盘礼包1,5,846.657500,
paymentname_date_group,2025-03-21,大R,珍珠,9.99-60珍珠,1,62.522400,
paymentname_date_group,2024-10-26,大R,每日一键,一键购买日礼包-3,1,16.672640,160.0
paymentname_date_group,2024-10-24,大R,每日一键,一键购买,6,150.053760,1440.0
paymentname_date_group,2025-03-04,小R,月卡,资源月卡-9.99美元,2,125.044800,1400.0
paymentname_date_group,2025-02-19,超R,行脚商人,行脚商人-自选礼包2,3,312.612000,3000.0
paymentname_date_group,2025-02-17,中R,情人节活动,2025情人节史诗礼包19.99-600金币,4,500.179200,4800.0
paymentname_date_group,2025-04-14,小R,月卡,19.99-尊贵月卡,3,375.134400,4200.0
paymentname_date_group,2025-04-22,中R,游园会通行证,游园会史诗礼包19.99-600金币,1,125.044800,1200.0
paymentname_date_group,2025-01-10,大R,福瑞赏,2024福瑞赏史诗礼包19.99-600金币,2,250.089600,2400.0
paymentname_date_group,2024-11-23,非R,限购礼包,650日元限时礼包=+金币+玉钢+朱砂,1,33.866300,320.0
paymentname_date_group,2025-05-07,大R,行脚商人,行脚商人-自选礼包1,3,135.465200,1280.0
paymentname_date_group,2025-03-24,微R,月度周储钱罐,月度周储钱罐,3,50.017920,900.0
paymentname_date_group,2024-12-30,中R,超级转盘,赛季UR转盘礼包3,4,4303.625200,
paymentname_date_group,2024-12-25,超R,4周年庆典自选礼包,4周年庆典自选礼包1,3,375.134400,3600.0
paymentname_date_group,2025-05-01,大R,情人节活动,2024情人节信物礼包3,2,4303.625200,
paymentname_date_group,2025-01-04,中R,珍珠,99.99-660珍珠,3,1844.410800,
paymentname_date_group,2024-11-17,非R,周期-日礼包,每日礼包-new-金币1,1,8.336320,80.0
paymentname_date_group,2025-05-01,中R,签到礼包,签到礼包2,11,1375.492800,13200.0
paymentname_date_group,2024-10-13,中R,每日一键,一键购买,7,175.062720,1680.0
paymentname_date_group,2025-02-22,中R,月卡,19.99-尊贵月卡,6,750.268800,8400.0
paymentname_date_group,2025-05-06,超R,行脚商人,行脚商人-自选礼包1,3,169.331500,1600.0
paymentname_date_group,2024-10-02,大R,游园会通行证,游园会稀有礼包9.99-300金币,4,250.089600,2400.0
paymentname_date_group,2024-12-01,小R,月卡,4.99-月卡,8,270.930400,2960.0
paymentname_date_group,2024-10-30,大R,月度周储钱罐,月度周储钱罐,4,66.690560,1200.0
paymentname_date_group,2025-03-15,中R,battlepass-周年庆,四周年通行证,1,125.044800,
paymentname_date_group,2024-12-25,大R,4周年庆典自选礼包,4周年庆典自选礼包1,6,750.268800,7200.0
paymentname_date_group,2024-10-26,大R,团购礼包,团购礼包-320日元,2,83.363200,800.0
paymentname_date_group,2024-11-01,超R,4周年庆典自选礼包,4周年庆典自选礼包2,4,1250.448000,12800.0
paymentname_date_group,2025-01-19,小R,超级转盘,赛季UR转盘礼包2,2,750.268800,
paymentname_date_group,2024-10-02,超R,4周年庆典自选礼包,4周年庆典自选礼包2,2,625.224000,6400.0
paymentname_date_group,2025-03-02,非R,月度周储钱罐,月度周储钱罐,2,33.345280,600.0
paymentname_date_group,2024-12-29,大R,月卡,19.99-尊贵月卡,2,250.089600,2800.0
paymentname_date_group,2025-02-02,中R,每日一键,一键购买日礼包-1,1,8.336320,40.0
paymentname_date_group,2025-03-16,中R,battlepass,段位battlepass,1,203.197800,1900.0
paymentname_date_group,2024-11-05,超R,网页充值,660网页充值,2,1752.190260,
paymentname_date_group,2024-10-11,小R,签到礼包,签到礼包2,18,2250.806400,21600.0
paymentname_date_group,2025-02-21,微R,神武锻造,神武锻造-购买档位1,1,67.732600,
paymentname_date_group,2025-01-23,微R,月卡,4.99-月卡,3,101.598900,1110.0
paymentname_date_group,2024-12-16,中R,月卡,资源月卡-9.99美元,4,250.089600,2800.0
paymentname_date_group,2025-04-17,超R,周期-日礼包,每日礼包-V15,1,125.044800,1200.0
paymentname_date_group,2025-05-25,微R,一条龙,一条龙礼包1,3,25.008960,300.0
paymentname_date_group,2025-03-31,超R,6周年礼包,6周年-购买档位4-3,1,614.803600,
paymentname_date_group,2025-04-03,非R,battlepass-周年庆,四周年通行证,3,375.134400,
paymentname_date_group,2025-03-22,中R,珍珠,49.99-320珍珠,1,312.612000,
paymentname_date_group,2024-11-27,微R,月卡,资源月卡-9.99美元,1,62.522400,700.0
paymentname_date_group,2025-05-06,大R,神武锻造,神武锻造-购买档位3,1,1844.410800,
paymentname_date_group,2025-02-05,超R,珍珠,0.99-4珍珠,2,66.690560,
paymentname_date_group,2024-11-23,微R,月卡,19.99-尊贵月卡,3,375.134400,4200.0
paymentname_date_group,2024-11-21,大R,行脚商人,行脚商人-自选礼包1,6,406.395600,3840.0
paymentname_date_group,2024-12-30,大R,荣耀特典,68231,1,62.522400,600.0
paymentname_date_group,2025-01-09,微R,月卡,4.99-月卡,3,101.598900,1110.0
paymentname_date_group,2025-01-08,超R,珍珠,49.99-320珍珠,1,312.612000,
paymentname_date_group,2025-04-19,中R,珍珠,4.99-32珍珠,4,135.465200,
paymentname_date_group,2024-10-26,超R,限购礼包,650日元限时礼包=+金币+I阶符文随机包+,2,135.465200,1280.0
paymentname_date_group,2025-02-04,中R,月卡,19.99-尊贵月卡,5,625.224000,7000.0
paymentname_date_group,2025-02-20,微R,battlepass,晋级征途,2,333.452800,
paymentname_date_group,2025-02-28,中R,每日一键,一键购买日礼包-1,2,16.672640,80.0
paymentname_date_group,2024-12-15,中R,月卡,4.99-月卡,3,101.598900,1110.0
paymentname_date_group,2025-01-18,中R,月卡,4.99-月卡,4,135.465200,1480.0
paymentname_date_group,2024-11-26,小R,月度周储钱罐,月度周储钱罐,6,100.035840,1800.0
paymentname_date_group,2025-03-01,大R,珍珠,0.99-4珍珠,2,50.017920,
paymentname_date_group,2025-02-12,微R,签到礼包,签到礼包1,1,62.522400,600.0
paymentname_date_group,2024-12-06,中R,网页充值,1320网页充值,2,2336.253680,
paymentname_date_group,2025-02-02,小R,月卡,4.99-月卡,5,169.331500,1850.0
paymentname_date_group,2025-03-29,大R,金币,4.99-300金币,2,135.465200,1280.0
paymentname_date_group,2024-11-20,超R,珍珠,0.99-4珍珠,1,8.336320,
paymentname_date_group,2025-02-15,微R,每日一键,一键购买日礼包-2,2,16.672640,80.0
paymentname_date_group,2024-10-09,中R,battlepass-周年庆,四周年通行证,4,500.179200,
paymentname_date_group,2025-01-19,超R,4周年庆典自选礼包,4周年庆典自选礼包1,3,375.134400,3600.0
paymentname_date_group,2025-04-03,中R,超级转盘,赛季UR转盘礼包1,4,541.860800,
paymentname_date_group,2024-10-30,中R,金币,19.99-1200金币,1,125.044800,1200.0
paymentname_date_group,2024-12-28,非R,月度活动,月度活跃-battlepass中级,1,125.044800,1200.0
paymentname_date_group,2025-05-21,微R,金币,0.99-30金币,5,41.681600,200.0
paymentname_date_group,2024-10-12,中R,珍珠,0.99-4珍珠,5,91.699520,
paymentname_date_group,2024-12-07,大R,超级转盘,赛季UR转盘礼包1,6,982.122700,
paymentname_date_group,2024-12-18,中R,超级转盘,赛季UR转盘礼包1,10,812.791200,
paymentname_date_group,2025-03-23,中R,周期-周礼包,周礼包-22,1,67.732600,640.0
paymentname_date_group,2025-05-22,中R,一条龙,一条龙礼包2-5,5,625.224000,6000.0
paymentname_date_group,2025-04-05,中R,行脚商人,行脚商人-自选礼包3,2,500.179200,4800.0
paymentname_date_group,2025-01-01,超R,神武锻造,神武锻造-购买档位1,2,101.598900,
paymentname_date_group,2024-12-02,大R,battlepass,段位battlepass,7,1422.384600,13300.0
paymentname_date_group,2024-11-26,中R,超级转盘,赛季UR转盘礼包2,6,2250.806400,
paymentname_date_group,2024-10-27,微R,网页充值,32网页充值,1,32.146934,
paymentname_date_group,2024-10-28,中R,金币,19.99-1200金币,1,125.044800,1200.0
paymentname_date_group,2024-12-11,中R,签到礼包,签到礼包3,3,937.836000,9600.0
paymentname_date_group,2024-11-10,中R,珍珠,4.99-32珍珠,1,67.732600,
paymentname_date_group,2025-03-12,大R,珍珠,9.99-60珍珠,2,187.567200,
paymentname_date_group,2025-04-12,小R,月度周储钱罐,月度周储钱罐,3,50.017920,900.0
paymentname_date_group,2024-12-14,小R,周期-日礼包,每日礼包-new-金币1,1,8.336320,80.0
paymentname_date_group,2025-05-23,超R,月度周储钱罐,月度周储钱罐,1,16.672640,300.0
paymentname_date_group,2025-02-18,小R,月卡,19.99-尊贵月卡,4,500.179200,5600.0
paymentname_date_group,2024-10-27,大R,团购礼包,团购礼包-320日元,2,50.017920,480.0
paymentname_date_group,2025-03-23,微R,神魔之乱,神魔-绘马礼包1,2,338.663000,
paymentname_date_group,2024-10-15,大R,签到礼包,签到礼包1,1,62.522400,600.0
paymentname_date_group,2025-01-02,超R,6周年礼包,6周年-购买档位2-2,1,1250.448000,
paymentname_date_group,2025-05-06,大R,行脚商人,行脚商人-自选礼包3,3,625.224000,6000.0
paymentname_date_group,2024-12-31,大R,珍珠,99.99-660珍珠,3,1844.410800,
paymentname_date_group,2025-01-29,中R,珍珠,49.99-320珍珠,1,625.224000,
paymentname_date_group,2025-04-06,超R,行脚商人,行脚商人-自选礼包3,2,500.179200,4800.0
paymentname_date_group,2024-10-14,中R,月卡,4.99-月卡,2,67.732600,740.0
paymentname_date_group,2024-12-11,中R,周期-日礼包,每日礼包-new-金币3,1,33.866300,480.0
