start_natualweek,end_natualweek,natual_week,reason_type,reason,reason_cn,last1_paytag,users,core_add,core_cost
2024-12-02,2024-12-08,1202-1208,other,945,团购金币购买,微R,14,,15000.0
2024-12-30,2025-01-05,1230-0105,other,412,装备强化,微R,1,,173.0
2024-12-23,2024-12-29,1223-1229,gold_free,191,副本星星宝箱,小R,1,150.0,
2025-01-06,2025-01-12,0106-0112,other,676,竞技场主动随机消耗,中R,3,,600.0
2025-04-14,2025-04-20,0414-0420,other,609,限定募集活动,微R,29,,126400.0
2024-12-23,2024-12-29,1223-1229,other,925,武将等级交换活动,小R,4,,800.0
2025-01-06,2025-01-12,0106-0112,other,473,国宝高级招募,中R,5,,4800.0
2025-03-10,2025-03-16,0310-0316,other,413,战旗招募,小R,3,,3000.0
2025-05-26,2025-06-01,0526-0601,other,200,重置精英副本,微R,3,,30.0
2024-10-14,2024-10-20,1014-1020,other,657,商店消费,大R,11,,77999.0
2025-02-03,2025-02-09,0203-0209,other,157,购买通行证等级,非R,2,,3000.0
2025-05-12,2025-05-18,0512-0518,other,141,快速升级城市建筑,中R,5,,733.0
2025-03-24,2025-03-30,0324-0330,other,388,购买驿站派遣次数,超R,9,,11000.0
2025-03-17,2025-03-23,0317-0323,other,413,战旗招募,未活跃,2,,8400.0
2024-10-21,2024-10-27,1021-1027,gold_paid,194,月卡奖励,超R,17,29850.0,
2024-09-30,2024-10-06,0930-1006,other,224,主城加速升级,中R,2,,2425.0
2024-12-30,2025-01-05,1230-0105,other,675,竞技场购买挑战次数消耗,非R,6,,3900.0
2025-04-21,2025-04-27,0421-0427,other,431,购买体力,超R,1,,4320.0
2025-02-24,2025-03-02,0224-0302,other,413,战旗招募,非R,27,,35600.0
2024-12-16,2024-12-22,1216-1222,other,325,政务活动建设,大R,9,,39200.0
2025-01-13,2025-01-19,0113-0119,other,389,购买驿站刷新次数,超R,15,,17700.0
2024-10-28,2024-11-03,1028-1103,other,141,快速升级城市建筑,非R,12,,3082.0
2025-03-10,2025-03-16,0310-0316,other,657,商店消费,小R,20,,43596.0
2025-05-19,2025-05-25,0519-0525,other,431,购买体力,中R,5,,13560.0
2025-03-31,2025-04-06,0331-0406,gold_free,101,任务,非R,12,1540.0,
2025-03-31,2025-04-06,0331-0406,other,401,高级招募,未活跃,3,,16400.0
2024-11-11,2024-11-17,1111-1117,other,0,管理员,小R,2,1000.0,
2025-05-26,2025-06-01,0526-0601,gold_free,310,排位赛每日任务,大R,18,1100.0,
2024-11-04,2024-11-10,1104-1110,gold_free,191,副本星星宝箱,小R,2,200.0,
2024-10-28,2024-11-03,1028-1103,other,16,代替道具,超R,1,,40.0
2025-03-03,2025-03-09,0303-0309,gold_free,101,任务,中R,1,200.0,
2025-01-27,2025-02-02,0127-0202,other,618,城池内政放置奖励,大R,11,,20700.0
2025-02-10,2025-02-16,0210-0216,other,471,神威高级招募,中R,4,,4400.0
2025-04-07,2025-04-13,0407-0413,other,450,创建家族,非R,5,,1000.0
2025-03-24,2025-03-30,0324-0330,gold_free,240,未领取家族战积分奖励邮件,大R,1,600.0,
2025-03-24,2025-03-30,0324-0330,other,403,S1招募,未活跃,6,,6600.0
2024-12-09,2024-12-15,1209-1215,other,675,竞技场购买挑战次数消耗,中R,4,,700.0
2024-12-30,2025-01-05,1230-0105,other,413,战旗招募,小R,3,,5800.0
2025-05-05,2025-05-11,0505-0511,other,230,扫荡立即完成,非R,10,,8235.0
2025-03-03,2025-03-09,0303-0309,other,926,设置武将化境技能,未活跃,4,,900.0
2025-04-21,2025-04-27,0421-0427,other,403,S1招募,未活跃,3,,2800.0
2024-12-09,2024-12-15,1209-1215,other,657,商店消费,超R,7,,56826.0
2025-02-03,2025-02-09,0203-0209,other,402,UR招募,小R,2,,600.0
2024-12-09,2024-12-15,1209-1215,gold_paid,192,充值赠送,超R,4,30120.0,
2024-11-04,2024-11-10,1104-1110,other,433,购买银币,未活跃,3,,1000.0
2025-04-14,2025-04-20,0414-0420,other,378,家族商店,非R,1,,600.0
2025-05-19,2025-05-25,0519-0525,gold_free,306,家族红包返还,微R,1,1156.0,
2025-01-06,2025-01-12,0106-0112,gold_free,678,竞技场小赛季结算,超R,5,1200.0,
2024-11-25,2024-12-01,1125-1201,other,627,家族科技捐献,中R,2,,200.0
2025-04-14,2025-04-20,0414-0420,other,420,购买VIP礼包,小R,3,,14897.0
2025-05-12,2025-05-18,0512-0518,gold_free,678,竞技场小赛季结算,中R,8,1500.0,
2024-10-28,2024-11-03,1028-1103,other,650,新签到活动补签消耗,大R,1,,20.0
2025-01-27,2025-02-02,0127-0202,other,141,快速升级城市建筑,超R,2,,100.0
2025-05-05,2025-05-11,0505-0511,other,168,购买通行证2等级,微R,2,,1000.0
2025-02-24,2025-03-02,0224-0302,other,926,设置武将化境技能,超R,3,,400.0
2025-03-17,2025-03-23,0317-0323,other,413,战旗招募,中R,2,,2800.0
2024-11-18,2024-11-24,1118-1124,other,224,主城加速升级,小R,4,,727.0
2024-10-14,2024-10-20,1014-1020,other,433,购买银币,未活跃,4,,700.0
2024-10-28,2024-11-03,1028-1103,other,473,国宝高级招募,大R,1,,200.0
2025-03-24,2025-03-30,0324-0330,gold_free,306,家族红包返还,非R,2,1334.0,
2024-10-14,2024-10-20,1014-1020,other,431,购买体力,小R,7,,21120.0
2024-12-23,2024-12-29,1223-1229,other,379,家族战提供公共武将,中R,4,,1200.0
2024-10-14,2024-10-20,1014-1020,other,412,装备强化,未活跃,1,,80.0
2025-02-10,2025-02-16,0210-0216,gold_free,193,八日活动奖励,非R,1,200.0,
2025-01-27,2025-02-02,0127-0202,other,432,购买天赋点,微R,2,,900.0
2025-02-17,2025-02-23,0217-0223,gold_free,13001,玩家回流活动,微R,1,500.0,
2025-04-28,2025-05-04,0428-0504,other,420,购买VIP礼包,小R,1,,2998.0
2025-01-06,2025-01-12,0106-0112,other,401,高级招募,未活跃,2,,2600.0
2025-01-27,2025-02-02,0127-0202,other,352,俘虏勒索,中R,1,,3245.0
2024-12-02,2024-12-08,1202-1208,gold_free,306,家族红包返还,小R,1,724.0,
2025-05-12,2025-05-18,0512-0518,other,157,购买通行证等级,超R,1,,2000.0
2025-05-05,2025-05-11,0505-0511,other,636,家族总动员购买任务次数,未活跃,2,,390.0
2025-02-24,2025-03-02,0224-0302,other,621,活动兑换,小R,1,,2200.0
2025-03-17,2025-03-23,0317-0323,other,365,兵装生产加速,未活跃,3,,67.0
2025-03-31,2025-04-06,0331-0406,other,358,俘虏劳役,微R,1,,100.0
2024-10-07,2024-10-13,1007-1013,other,627,家族科技捐献,小R,1,,100.0
2025-03-17,2025-03-23,0317-0323,other,627,家族科技捐献,超R,2,,1700.0
2024-10-07,2024-10-13,1007-1013,gold_free,680,竞技场大赛季结算,非R,1,250.0,
2024-12-30,2025-01-05,1230-0105,other,621,活动兑换,大R,3,,6900.0
2024-12-16,2024-12-22,1216-1222,other,141,快速升级城市建筑,大R,1,,33.0
2025-02-24,2025-03-02,0224-0302,gold_free,240,未领取家族战积分奖励邮件,非R,2,2400.0,
2024-11-11,2024-11-17,1111-1117,other,452,家族红包,非R,1,,3000.0
2025-05-19,2025-05-25,0519-0525,other,473,国宝高级招募,小R,1,,200.0
2024-12-30,2025-01-05,1230-0105,other,936,资源找回,中R,2,,1050.0
2025-05-26,2025-06-01,0526-0601,other,243,战旗挂机立即完成,小R,1,,144.0
2024-11-04,2024-11-10,1104-1110,gold_free,305,家族红包领取,超R,1,494.0,
2024-12-02,2024-12-08,1202-1208,other,452,家族红包,非R,1,,1000.0
2025-02-10,2025-02-16,0210-0216,gold_free,678,竞技场小赛季结算,小R,1,100.0,
2025-01-20,2025-01-26,0120-0126,other,433,购买银币,未活跃,1,,100.0
2025-01-27,2025-02-02,0127-0202,other,411,S1装备招募,微R,1,,200.0
2025-02-10,2025-02-16,0210-0216,other,925,武将等级交换活动,超R,1,,1400.0
2024-11-18,2024-11-24,1118-1124,other,243,战旗挂机立即完成,非R,51,,17758.0
2024-12-16,2024-12-22,1216-1222,gold_free,310,排位赛每日任务,小R,159,55300.0,
2024-12-02,2024-12-08,1202-1208,other,200,重置精英副本,微R,10,,510.0
2024-11-11,2024-11-17,1111-1117,other,926,设置武将化境技能,非R,102,,12900.0
2024-09-30,2024-10-06,0930-1006,other,16,代替道具,非R,79,,50380.0
2024-10-21,2024-10-27,1021-1027,other,389,购买驿站刷新次数,超R,15,,17150.0
2024-10-21,2024-10-27,1021-1027,other,224,主城加速升级,非R,21,,1446.0
2024-09-30,2024-10-06,0930-1006,other,388,购买驿站派遣次数,中R,78,,60000.0
2024-11-11,2024-11-17,1111-1117,gold_free,239,家族战积分奖励,小R,42,21600.0,
2024-12-09,2024-12-15,1209-1215,gold_paid,194,月卡奖励,大R,44,80400.0,
2024-12-09,2024-12-15,1209-1215,other,375,战鼓升星,中R,40,,719000.0
2024-11-11,2024-11-17,1111-1117,other,618,城池内政放置奖励,非R,99,,63000.0
2024-10-14,2024-10-20,1014-1020,gold_free,602,荣誉殿堂,小R,168,292000.0,
2024-11-04,2024-11-10,1104-1110,gold_free,103,周签到,大R,56,11200.0,
2024-11-11,2024-11-17,1111-1117,other,350,俘虏勒索,非R,44,,43485.0
2024-10-14,2024-10-20,1014-1020,other,0,管理员,小R,5,500.0,
2024-12-23,2024-12-29,1223-1229,other,650,新签到活动补签消耗,未活跃,9,,460.0
2024-11-25,2024-12-01,1125-1201,other,16,代替道具,非R,68,,72400.0
2024-12-09,2024-12-15,1209-1215,other,371,购买武将体力,非R,21,,18200.0
2025-02-10,2025-02-16,0210-0216,gold_free,196,每日任务奖励,非R,1743,1644060.0,
2024-11-04,2024-11-10,1104-1110,other,379,家族战提供公共武将,非R,11,,3000.0
2025-01-20,2025-01-26,0120-0126,other,657,商店消费,超R,7,,115937.0
2025-02-03,2025-02-09,0203-0209,gold_free,196,每日任务奖励,中R,178,233060.0,
2024-10-28,2024-11-03,1028-1103,gold_paid,362,充值签到,非R,18,1900.0,
2024-12-09,2024-12-15,1209-1215,other,365,兵装生产加速,微R,51,,8495.0
2025-01-13,2025-01-19,0113-0119,gold_paid,362,充值签到,中R,84,11400.0,
2025-02-10,2025-02-16,0210-0216,other,389,购买驿站刷新次数,大R,38,,46825.0
2025-02-10,2025-02-16,0210-0216,gold_free,103,周签到,小R,153,29500.0,
2025-03-31,2025-04-06,0331-0406,special,316,兑换,微R,165,10.0,1004150.0
2025-02-10,2025-02-16,0210-0216,other,618,城池内政放置奖励,中R,21,,24900.0
2025-03-31,2025-04-06,0331-0406,special,15,使用道具,中R,118,157030.0,
2025-03-10,2025-03-16,0310-0316,gold_free,103,周签到,非R,1764,330600.0,
2025-04-07,2025-04-13,0407-0413,gold_free,387,驿站任务完成,中R,144,544200.0,
2025-05-19,2025-05-25,0519-0525,other,657,商店消费,非R,131,,235866.0
2025-01-20,2025-01-26,0120-0126,gold_free,305,家族红包领取,小R,9,1303.0,
2025-02-24,2025-03-02,0224-0302,other,16,代替道具,中R,4,,6140.0
2025-05-12,2025-05-18,0512-0518,gold_free,372,战斗结算宝箱开启,非R,1073,241235.0,28727.0
2024-12-23,2024-12-29,1223-1229,gold_free,239,家族战积分奖励,超R,5,2500.0,
2025-04-07,2025-04-13,0407-0413,other,926,设置武将化境技能,中R,21,,2600.0
2025-04-28,2025-05-04,0428-0504,gold_free,196,每日任务奖励,微R,283,335760.0,
2025-04-28,2025-05-04,0428-0504,gold_free,2,出生获得,非R,6,600.0,
2025-05-05,2025-05-11,0505-0511,gold_paid,933,签到礼包领奖,微R,25,91100.0,
2024-12-23,2024-12-29,1223-1229,other,141,快速升级城市建筑,非R,12,,3289.0
2025-05-12,2025-05-18,0512-0518,gold_free,103,周签到,小R,159,47100.0,
2025-04-14,2025-04-20,0414-0420,other,621,活动兑换,超R,12,,21200.0
2025-05-05,2025-05-11,0505-0511,gold_paid,4,玩家付费,微R,80,60720.0,
2025-05-19,2025-05-25,0519-0525,gold_free,372,战斗结算宝箱开启,大R,33,17595.0,2235.0
2025-03-31,2025-04-06,0331-0406,other,402,UR招募,非R,47,,73800.0
2025-03-17,2025-03-23,0317-0323,special,316,兑换,中R,143,,1840300.0
2024-12-02,2024-12-08,1202-1208,other,431,购买体力,小R,7,,20880.0
2025-03-17,2025-03-23,0317-0323,other,471,神威高级招募,超R,1,,200.0
2025-03-17,2025-03-23,0317-0323,other,371,购买武将体力,中R,21,800.0,40400.0
2025-04-07,2025-04-13,0407-0413,gold_free,305,家族红包领取,微R,8,1043.0,
2025-02-10,2025-02-16,0210-0216,gold_paid,19601,月度活跃,小R,20,10000.0,
2024-11-04,2024-11-10,1104-1110,special,316,兑换,小R,152,,1338900.0
2024-11-11,2024-11-17,1111-1117,gold_paid,4,玩家付费,超R,16,527720.0,
2024-10-21,2024-10-27,1021-1027,gold_paid,4,玩家付费,微R,73,71740.0,
2025-01-06,2025-01-12,0106-0112,other,657,商店消费,大R,16,,43968.0
2025-02-17,2025-02-23,0217-0223,gold_free,387,驿站任务完成,微R,267,910450.0,
2024-12-30,2025-01-05,1230-0105,other,945,团购金币购买,中R,8,,5000.0
2024-10-21,2024-10-27,1021-1027,other,657,商店消费,中R,35,,100751.0
2025-01-13,2025-01-19,0113-0119,gold_free,602,荣誉殿堂,未活跃,70,88200.0,
2025-05-05,2025-05-11,0505-0511,other,926,设置武将化境技能,微R,21,,2100.0
2025-01-13,2025-01-19,0113-0119,other,157,购买通行证等级,中R,47,,75000.0
2024-11-25,2024-12-01,1125-1201,other,402,UR招募,非R,34,,84800.0
2025-05-12,2025-05-18,0512-0518,other,926,设置武将化境技能,中R,22,,3100.0
2025-02-10,2025-02-16,0210-0216,other,926,设置武将化境技能,大R,7,,1000.0
2024-12-23,2024-12-29,1223-1229,other,434,购买计策道具,未活跃,5,,300.0
2025-03-24,2025-03-30,0324-0330,other,618,城池内政放置奖励,非R,99,,58500.0
2025-05-05,2025-05-11,0505-0511,other,621,活动兑换,大R,16,,16700.0
2025-01-20,2025-01-26,0120-0126,other,379,家族战提供公共武将,非R,10,,2200.0
2025-05-05,2025-05-11,0505-0511,gold_paid,4,玩家付费,超R,17,382520.0,
2025-05-12,2025-05-18,0512-0518,other,949,装备饰品和改造交换,微R,5,,1400.0
2025-03-24,2025-03-30,0324-0330,gold_free,101,任务,非R,7,830.0,
2025-01-13,2025-01-19,0113-0119,other,375,战鼓升星,非R,8,,221000.0
2025-04-28,2025-05-04,0428-0504,other,618,城池内政放置奖励,中R,18,,15600.0
2024-10-07,2024-10-13,1007-1013,other,654,神魔活动副本购买次数,中R,67,,155400.0
2025-01-27,2025-02-02,0127-0202,other,388,购买驿站派遣次数,大R,16,,20400.0
2024-12-09,2024-12-15,1209-1215,other,618,城池内政放置奖励,超R,4,,35400.0
2025-01-20,2025-01-26,0120-0126,other,650,新签到活动补签消耗,微R,9,,200.0
2025-05-12,2025-05-18,0512-0518,other,402,UR招募,未活跃,7,,8800.0
2024-10-28,2024-11-03,1028-1103,gold_free,239,家族战积分奖励,未活跃,3,2300.0,
2025-03-03,2025-03-09,0303-0309,gold_paid,192,充值赠送,小R,9,10160.0,
2025-05-05,2025-05-11,0505-0511,special,15,使用道具,大R,30,39012.0,
2025-03-24,2025-03-30,0324-0330,other,657,商店消费,中R,27,,92358.0
2025-04-07,2025-04-13,0407-0413,gold_free,305,家族红包领取,超R,3,961.0,
2025-04-14,2025-04-20,0414-0420,other,389,购买驿站刷新次数,小R,95,,111675.0
2025-03-24,2025-03-30,0324-0330,other,675,竞技场购买挑战次数消耗,超R,6,,10300.0
2025-05-12,2025-05-18,0512-0518,gold_paid,933,签到礼包领奖,大R,29,302400.0,
2025-05-12,2025-05-18,0512-0518,other,618,城池内政放置奖励,中R,17,,12600.0
2025-03-10,2025-03-16,0310-0316,gold_paid,933,签到礼包领奖,大R,39,245200.0,
2025-04-07,2025-04-13,0407-0413,gold_free,239,家族战积分奖励,中R,75,32200.0,
2024-12-09,2024-12-15,1209-1215,other,675,竞技场购买挑战次数消耗,微R,1,,200.0
2024-10-07,2024-10-13,1007-1013,other,365,兵装生产加速,微R,36,,3165.0
2025-02-10,2025-02-16,0210-0216,gold_paid,362,充值签到,大R,30,4400.0,
2025-05-05,2025-05-11,0505-0511,other,350,俘虏勒索,微R,3,,3994.0
2025-05-19,2025-05-25,0519-0525,other,200,重置精英副本,微R,10,,380.0
2025-03-03,2025-03-09,0303-0309,other,401,高级招募,中R,2,,2200.0
2025-03-10,2025-03-16,0310-0316,gold_free,678,竞技场小赛季结算,超R,3,1000.0,
2024-11-11,2024-11-17,1111-1117,other,413,战旗招募,大R,5,,2000.0
2024-11-04,2024-11-10,1104-1110,gold_paid,19601,月度活跃,大R,1,500.0,
2025-02-10,2025-02-16,0210-0216,other,401,高级招募,非R,9,,3000.0
2024-10-28,2024-11-03,1028-1103,gold_free,240,未领取家族战积分奖励邮件,未活跃,5,8700.0,
2025-03-31,2025-04-06,0331-0406,gold_free,196,每日任务奖励,超R,24,31630.0,
2025-04-28,2025-05-04,0428-0504,gold_free,678,竞技场小赛季结算,超R,6,1200.0,
2024-10-07,2024-10-13,1007-1013,gold_free,101,任务,非R,14,1900.0,
2024-10-28,2024-11-03,1028-1103,other,379,家族战提供公共武将,大R,8,,2300.0
2024-10-07,2024-10-13,1007-1013,other,301,修改家族名字,中R,1,,200.0
2024-12-09,2024-12-15,1209-1215,other,402,UR招募,微R,5,,2800.0
2025-04-28,2025-05-04,0428-0504,other,675,竞技场购买挑战次数消耗,小R,2,,300.0
2025-05-12,2025-05-18,0512-0518,other,411,S1装备招募,非R,3,,1600.0
2025-05-12,2025-05-18,0512-0518,other,650,新签到活动补签消耗,微R,15,,680.0
2024-10-28,2024-11-03,1028-1103,other,926,设置武将化境技能,未活跃,7,,1100.0
2024-11-18,2024-11-24,1118-1124,other,325,政务活动建设,微R,8,,24400.0
2024-10-28,2024-11-03,1028-1103,other,431,购买体力,小R,12,,28680.0
2025-05-26,2025-06-01,0526-0601,gold_free,310,排位赛每日任务,超R,5,260.0,
2025-04-28,2025-05-04,0428-0504,other,659,自由市集购买礼包,大R,15,,31400.0
2025-03-17,2025-03-23,0317-0323,other,379,家族战提供公共武将,非R,12,,4100.0
2025-03-24,2025-03-30,0324-0330,other,371,购买武将体力,超R,4,200.0,7800.0
2025-04-14,2025-04-20,0414-0420,other,402,UR招募,未活跃,6,,13400.0
2024-10-21,2024-10-27,1021-1027,other,16,代替道具,小R,6,,5860.0
2024-12-23,2024-12-29,1223-1229,other,0,管理员,非R,5,500.0,
2025-05-12,2025-05-18,0512-0518,other,618,城池内政放置奖励,大R,13,,15000.0
2024-12-16,2024-12-22,1216-1222,gold_free,310,排位赛每日任务,超R,20,8100.0,
2024-10-21,2024-10-27,1021-1027,gold_free,13001,玩家回流活动,未活跃,19,12300.0,
2024-11-18,2024-11-24,1118-1124,other,230,扫荡立即完成,非R,11,,14800.0
2024-11-18,2024-11-24,1118-1124,other,371,购买武将体力,中R,19,,36400.0
2024-11-18,2024-11-24,1118-1124,other,1,购买,非R,1,,40.0
2025-02-03,2025-02-09,0203-0209,gold_free,602,荣誉殿堂,未活跃,44,60600.0,
2025-01-06,2025-01-12,0106-0112,gold_free,101,任务,未活跃,21,1410.0,
2025-05-12,2025-05-18,0512-0518,other,926,设置武将化境技能,未活跃,7,,800.0
2024-11-18,2024-11-24,1118-1124,other,350,俘虏勒索,超R,1,,21462.0
2025-02-10,2025-02-16,0210-0216,gold_paid,4,玩家付费,非R,18,66640.0,
2025-03-03,2025-03-09,0303-0309,other,420,购买VIP礼包,微R,3,,11297.0
2025-04-21,2025-04-27,0421-0427,gold_free,239,家族战积分奖励,小R,29,13400.0,
2025-04-07,2025-04-13,0407-0413,other,431,购买体力,中R,8,,20040.0
2024-11-18,2024-11-24,1118-1124,other,627,家族科技捐献,未活跃,2,,2150.0
2025-02-03,2025-02-09,0203-0209,other,141,快速升级城市建筑,未活跃,2,,80.0
2025-03-24,2025-03-30,0324-0330,gold_paid,19602,月度活跃,小R,8,4000.0,
2025-05-12,2025-05-18,0512-0518,gold_free,354,招财猫活动,未活跃,3,4323.0,3840.0
2025-03-03,2025-03-09,0303-0309,other,657,商店消费,小R,22,,48690.0
2025-01-13,2025-01-19,0113-0119,other,627,家族科技捐献,非R,16,,11250.0
2024-09-30,2024-10-06,0930-1006,other,1,购买,中R,1,,20.0
2025-04-28,2025-05-04,0428-0504,other,350,俘虏勒索,中R,3,,19408.0
2025-02-10,2025-02-16,0210-0216,other,411,S1装备招募,非R,2,,400.0
2025-04-14,2025-04-20,0414-0420,other,379,家族战提供公共武将,非R,15,,5300.0
2025-03-31,2025-04-06,0331-0406,other,618,城池内政放置奖励,大R,11,,14700.0
2025-03-31,2025-04-06,0331-0406,gold_free,239,家族战积分奖励,未活跃,3,1600.0,
2025-03-10,2025-03-16,0310-0316,other,371,购买武将体力,大R,8,,14800.0
2025-02-24,2025-03-02,0224-0302,other,0,管理员,非R,2,200.0,
2025-03-31,2025-04-06,0331-0406,gold_free,101,任务,大R,1,20.0,
2024-10-14,2024-10-20,1014-1020,other,401,高级招募,非R,5,,2600.0
2025-01-27,2025-02-02,0127-0202,gold_paid,192,充值赠送,小R,10,12920.0,
2025-03-24,2025-03-30,0324-0330,other,413,战旗招募,小R,5,,5800.0
2025-01-27,2025-02-02,0127-0202,gold_paid,194,月卡奖励,未活跃,1,50.0,
2024-12-23,2024-12-29,1223-1229,other,452,家族红包,小R,3,,5000.0
2025-02-17,2025-02-23,0217-0223,gold_free,311,排位赛段位任务,未活跃,7,500.0,
2024-11-04,2024-11-10,1104-1110,gold_free,678,竞技场小赛季结算,小R,2,200.0,
2024-12-23,2024-12-29,1223-1229,other,640,阵法招募,小R,1,,1800.0
2024-12-30,2025-01-05,1230-0105,other,657,商店消费,超R,6,,36262.0
2024-11-18,2024-11-24,1118-1124,other,398,购买UR礼包,非R,2,,23000.0
2025-04-14,2025-04-20,0414-0420,other,157,购买通行证等级,非R,5,,6500.0
2025-01-20,2025-01-26,0120-0126,other,452,家族红包,非R,4,,5000.0
2024-12-09,2024-12-15,1209-1215,other,371,购买武将体力,超R,3,,2800.0
2024-11-25,2024-12-01,1125-1201,other,405,s21赛季及以后的赛季UR,微R,3,,2600.0
2025-04-07,2025-04-13,0407-0413,gold_free,306,家族红包返还,微R,1,610.0,
2025-01-27,2025-02-02,0127-0202,other,412,装备强化,微R,2,,187.0
2025-05-19,2025-05-25,0519-0525,other,168,购买通行证2等级,大R,3,,2000.0
2025-03-10,2025-03-16,0310-0316,other,168,购买通行证2等级,微R,7,,10500.0
2024-10-21,2024-10-27,1021-1027,other,243,战旗挂机立即完成,未活跃,1,,60.0
